index,ds,227645,230054,247467,265812,269255,283639
1863,2015-02-12 00:00:00,256,2736,2304,1024,1280,425
1864,2015-02-13 00:00:00,1024,4090,2048,928,1024,2602
1865,2015-02-14 00:00:00,256,2304,0,1136,240,1017
1866,2015-02-15 00:00:00,0,0,0,0,0,0
1867,2015-02-16 00:00:00,1024,2736,2816,704,1216,800
1868,2015-02-17 00:00:00,512,4290,2304,1232,1024,192
1869,2015-02-18 00:00:00,0,0,0,0,0,0
1870,2015-02-20 00:00:00,0,0,0,0,0,0
1871,2015-02-21 00:00:00,0,1594,512,0,0,1257
1872,2015-02-22 00:00:00,0,0,0,0,0,0
1873,2015-02-23 00:00:00,1536,468,2816,512,1280,0
1874,2015-02-24 00:00:00,768,2832,2336,0,800,256
1875,2015-02-25 00:00:00,0,1968,2304,880,1088,256
1876,2015-02-26 00:00:00,768,1728,2304,448,1536,204
1877,2015-02-27 00:00:00,512,4000,2816,256,832,427
1878,2015-02-28 00:00:00,256,2458,256,976,256,1768
1879,2015-03-01 00:00:00,0,0,0,0,0,0
1880,2015-03-02 00:00:00,1024,1440,2560,448,768,0
1881,2015-03-03 00:00:00,1024,1500,2560,512,1280,425
1882,2015-03-04 00:00:00,1280,1620,2232,944,1568,688
1883,2015-03-05 00:00:00,1280,3584,2304,688,1024,425
1884,2015-03-06 00:00:00,768,3588,960,752,1024,2756
1885,2015-03-07 00:00:00,256,2348,256,496,1088,935
1886,2015-03-08 00:00:00,0,0,0,0,0,0
1887,2015-03-09 00:00:00,1280,2196,2048,736,1056,425
1888,2015-03-10 00:00:00,512,768,2304,960,1728,425
1889,2015-03-11 00:00:00,1536,832,1536,928,1024,1228
1890,2015-03-12 00:00:00,544,2324,1536,896,1024,649
1891,2015-03-13 00:00:00,496,3662,2304,256,1280,1360
1892,2015-03-14 00:00:00,256,1486,0,448,544,919
1893,2015-03-15 00:00:00,0,0,0,0,0,0
1894,2015-03-16 00:00:00,1536,1044,2048,704,1024,1575
1895,2015-03-17 00:00:00,512,1068,2304,960,1536,272
1896,2015-03-18 00:00:00,768,288,1536,704,512,937
1897,2015-03-19 00:00:00,1280,1044,1280,959,960,777
1898,2015-03-20 00:00:00,1280,3872,1792,704,1024,777
1899,2015-03-21 00:00:00,256,1748,0,448,0,1157
1900,2015-03-22 00:00:00,0,900,0,0,0,0
1901,2015-03-23 00:00:00,1536,2196,2560,640,992,0
1902,2015-03-24 00:00:00,512,3034,2336,496,1792,544
1903,2015-03-25 00:00:00,767,3706,1536,1152,512,681
1904,2015-03-26 00:00:00,768,864,1056,1200,1024,798
1905,2015-03-27 00:00:00,768,4520,2048,512,768,1138
1906,2015-03-28 00:00:00,256,3394,0,704,0,1519
1907,2015-03-29 00:00:00,0,0,0,0,0,0
1908,2015-03-30 00:00:00,0,1530,2560,512,256,1225
1909,2015-03-31 00:00:00,0,2492,1536,512,256,1517
1910,2015-04-01 00:00:00,1024,468,1024,1024,512,748
1911,2015-04-02 00:00:00,1024,2458,1792,704,1280,422
1912,2015-04-03 00:00:00,1280,1850,1280,752,1024,681
1913,2015-04-04 00:00:00,256,1440,256,0,256,1782
1914,2015-04-05 00:00:00,0,0,0,0,0,0
1915,2015-04-06 00:00:00,768,1332,2304,960,768,670
1916,2015-04-07 00:00:00,512,1440,1280,512,1024,1093
1917,2015-04-08 00:00:00,1536,2062,2304,1008,1312,510
1918,2015-04-09 00:00:00,1008,1562,512,768,1024,0
1919,2015-04-10 00:00:00,768,3368,1024,960,1280,2066
1920,2015-04-11 00:00:00,256,864,288,0,0,1191
1921,2015-04-12 00:00:00,0,0,0,0,0,0
1922,2015-04-13 00:00:00,1280,1620,2816,752,1024,663
1923,2015-04-14 00:00:00,768,0,1280,1232,1024,1032
1924,2015-04-15 00:00:00,1008,1152,1792,752,1024,766
1925,2015-04-16 00:00:00,768,1152,2304,800,794,713
1926,2015-04-17 00:00:00,768,2592,1280,960,960,537
1927,2015-04-18 00:00:00,512,1728,256,256,0,1991
1928,2015-04-19 00:00:00,0,0,0,0,0,0
1929,2015-04-20 00:00:00,768,1440,2304,768,192,425
1930,2015-04-21 00:00:00,1024,0,2504,496,992,917
1931,2015-04-22 00:00:00,1024,1440,1792,704,1024,1185
1932,2015-04-23 00:00:00,1024,1440,1792,960,704,809
1933,2015-04-24 00:00:00,256,756,2048,704,1280,1796
1934,2015-04-25 00:00:00,256,442,0,256,0,969
1935,2015-04-26 00:00:00,0,0,0,0,0,0
1936,2015-04-27 00:00:00,1024,468,2560,768,768,981
1937,2015-04-28 00:00:00,225,1152,2592,512,1024,1145
1938,2015-04-29 00:00:00,1472,1012,2464,448,1312,918
1939,2015-04-30 00:00:00,456,1440,1536,768,768,425
1940,2015-05-01 00:00:00,256,1018,512,768,1024,1308
1941,2015-05-02 00:00:00,256,180,0,768,1024,425
1942,2015-05-03 00:00:00,0,0,0,0,0,0
1943,2015-05-04 00:00:00,1536,0,1536,1264,960,1701
1944,2015-05-05 00:00:00,0,0,256,256,256,0
1945,2015-05-06 00:00:00,1280,1390,3088,512,1024,1360
1946,2015-05-07 00:00:00,512,864,2048,512,768,425
1947,2015-05-08 00:00:00,1024,2592,1280,768,928,1938
1948,2015-05-09 00:00:00,256,1888,256,512,0,1327
1949,2015-05-10 00:00:00,0,0,0,0,0,0
1950,2015-05-11 00:00:00,512,2452,2336,512,1024,681
1951,2015-05-12 00:00:00,512,1120,2048,960,1024,1129
1952,2015-05-13 00:00:00,1024,2304,3072,704,1024,425
1953,2015-05-14 00:00:00,1024,2880,2048,512,768,1678
1954,2015-05-15 00:00:00,768,4154,1024,512,0,1474
1955,2015-05-16 00:00:00,0,1536,256,960,0,1159
1956,2015-05-17 00:00:00,0,0,0,0,0,0
1957,2015-05-18 00:00:00,1024,2196,2792,512,32,1012
1958,2015-05-19 00:00:00,1792,2452,1792,1280,768,1208
1959,2015-05-20 00:00:00,1008,2880,2304,512,768,681
1960,2015-05-21 00:00:00,1024,3578,1056,704,800,1410
1961,2015-05-22 00:00:00,512,3214,2048,512,1536,717
1962,2015-05-23 00:00:00,0,3182,512,1264,256,1126
1963,2015-05-24 00:00:00,0,0,0,0,0,0
1964,2015-05-25 00:00:00,0,0,768,512,0,0
1965,2015-05-26 00:00:00,1536,2196,3008,512,768,1193
1966,2015-05-27 00:00:00,1024,1984,2560,256,1056,1148
1967,2015-05-28 00:00:00,1264,1728,1792,448,1280,1875
1968,2015-05-29 00:00:00,512,576,2080,512,2048,1330
1969,2015-05-30 00:00:00,256,864,512,752,512,935
1970,2015-05-31 00:00:00,0,0,0,0,0,0
1971,2015-06-01 00:00:00,512,0,2304,512,1024,645
1972,2015-06-02 00:00:00,768,0,1792,768,1344,1495
1973,2015-06-03 00:00:00,1776,288,2816,768,1536,612
1974,2015-06-04 00:00:00,768,1152,1280,1024,768,1360
1975,2015-06-05 00:00:00,1024,1152,2336,1040,1280,1639
1976,2015-06-06 00:00:00,256,576,256,768,0,476
1977,2015-06-07 00:00:00,0,0,0,0,0,0
1978,2015-06-08 00:00:00,1024,288,3064,768,1024,1104
1979,2015-06-09 00:00:00,1520,288,2100,512,1216,1558
1980,2015-06-10 00:00:00,1280,832,2048,448,1280,617
1981,2015-06-11 00:00:00,1024,460,1568,512,1248,938
1982,2015-06-12 00:00:00,1024,1152,1024,768,1024,637
1983,2015-06-13 00:00:00,256,576,256,256,0,1857
1984,2015-06-14 00:00:00,0,0,0,0,0,0
1985,2015-06-15 00:00:00,768,0,3328,768,1088,956
1986,2015-06-16 00:00:00,768,864,1280,768,1056,663
1987,2015-06-17 00:00:00,1536,288,2304,1024,1024,981
1988,2015-06-18 00:00:00,768,832,1280,768,1024,951
1989,2015-06-19 00:00:00,1536,1012,1536,1008,868,1293
1990,2015-06-20 00:00:00,256,288,0,256,0,1105
1991,2015-06-21 00:00:00,0,0,0,0,0,0
1992,2015-06-22 00:00:00,1024,576,3104,752,0,809
1993,2015-06-23 00:00:00,256,288,2816,256,1280,964
1994,2015-06-24 00:00:00,2048,288,2560,752,768,1168
1995,2015-06-25 00:00:00,1024,544,2048,512,1024,777
1996,2015-06-26 00:00:00,512,1882,2304,1152,1024,1106
1997,2015-06-27 00:00:00,256,756,512,256,0,681
1998,2015-06-28 00:00:00,0,0,0,0,0,0
1999,2015-06-29 00:00:00,768,288,2816,1024,768,590
2000,2015-06-30 00:00:00,768,0,2048,1024,768,1010
2001,2015-07-01 00:00:00,1024,864,2336,993,1024,900
2002,2015-07-02 00:00:00,768,1562,2816,1024,768,617
2003,2015-07-03 00:00:00,1024,1620,1536,1008,1088,1074
2004,2015-07-04 00:00:00,512,2004,512,448,256,935
2005,2015-07-05 00:00:00,0,0,0,0,0,0
2006,2015-07-06 00:00:00,512,0,2560,1024,1024,629
2007,2015-07-07 00:00:00,1024,0,1024,1024,1024,1354
2008,2015-07-08 00:00:00,256,0,2048,752,1024,1033
2009,2015-07-09 00:00:00,1280,0,2560,1008,1056,681
2010,2015-07-10 00:00:00,1008,1152,1536,752,768,1223
2011,2015-07-11 00:00:00,512,1024,256,752,0,1070
2012,2015-07-12 00:00:00,0,0,0,0,0,0
2013,2015-07-13 00:00:00,1024,0,2592,1024,256,681
2014,2015-07-14 00:00:00,1008,468,1792,512,1216,884
2015,2015-07-15 00:00:00,768,576,2304,976,1024,714
2016,2015-07-16 00:00:00,752,576,2048,2032,1280,937
2017,2015-07-17 00:00:00,1008,864,1280,768,768,1106
2018,2015-07-18 00:00:00,256,730,1344,512,0,1129
2019,2015-07-19 00:00:00,0,0,0,0,0,0
2020,2015-07-20 00:00:00,768,288,2560,1504,1024,1692
2021,2015-07-21 00:00:00,1024,576,2560,752,1024,0
2022,2015-07-22 00:00:00,1008,576,2592,992,1024,624
2023,2015-07-23 00:00:00,1024,1882,1792,256,1024,256
2024,2015-07-24 00:00:00,1008,1664,1536,1184,704,1705
2025,2015-07-25 00:00:00,0,1594,256,960,0,681
2026,2015-07-26 00:00:00,0,0,0,0,0,0
2027,2015-07-27 00:00:00,1024,288,2592,992,768,777
2028,2015-07-28 00:00:00,256,288,2304,1264,1568,352
2029,2015-07-29 00:00:00,752,1300,3072,1488,1024,0
2030,2015-07-30 00:00:00,1264,756,1728,256,32,0
2031,2015-07-31 00:00:00,256,576,1536,256,0,0
2032,2015-08-01 00:00:00,480,0,512,256,0,0
2033,2015-08-02 00:00:00,0,0,0,0,0,0
2034,2015-08-03 00:00:00,1280,180,256,256,1024,0
2035,2015-08-04 00:00:00,768,960,256,256,512,0
2036,2015-08-05 00:00:00,1024,0,512,256,1280,256
2037,2015-08-06 00:00:00,768,0,512,960,1024,0
2038,2015-08-07 00:00:00,0,576,256,1264,1280,2124
2039,2015-08-08 00:00:00,512,0,256,1008,448,599
2040,2015-08-09 00:00:00,0,0,0,0,0,0
2041,2015-08-10 00:00:00,256,576,2304,1008,1216,969
2042,2015-08-11 00:00:00,1024,576,3072,448,1536,496
2043,2015-08-12 00:00:00,512,0,2304,1200,1792,576
2044,2015-08-13 00:00:00,752,0,1536,1024,1216,1086
2045,2015-08-14 00:00:00,256,0,1792,1248,704,1533
2046,2015-08-15 00:00:00,0,288,1024,512,256,0
2047,2015-08-16 00:00:00,0,0,0,0,0,0
2048,2015-08-17 00:00:00,1536,288,1792,1008,1234,1065
2049,2015-08-18 00:00:00,1232,576,2816,976,800,1543
2050,2015-08-19 00:00:00,1632,832,2336,256,1280,935
2051,2015-08-20 00:00:00,1536,576,2048,1520,1104,425
2052,2015-08-21 00:00:00,1280,576,2304,1024,768,1408
2053,2015-08-22 00:00:00,256,780,512,256,256,1303
2054,2015-08-23 00:00:00,0,0,0,0,0,0
2055,2015-08-24 00:00:00,768,0,2560,512,1024,352
2056,2015-08-25 00:00:00,512,0,2592,1504,1792,585
2057,2015-08-26 00:00:00,768,1120,2240,768,1792,681
2058,2015-08-27 00:00:00,256,468,2784,1024,256,697
2059,2015-08-28 00:00:00,768,2164,2048,1280,1568,1074
2060,2015-08-29 00:00:00,256,288,768,256,768,1435
2061,2015-08-30 00:00:00,0,0,0,0,0,0
2062,2015-08-31 00:00:00,1280,0,2816,768,1024,850
2063,2015-09-01 00:00:00,1792,864,2048,1280,1024,919
2064,2015-09-02 00:00:00,1024,1044,3232,768,1280,885
2065,2015-09-03 00:00:00,2032,576,1792,1024,1440,425
2066,2015-09-04 00:00:00,1280,1120,2304,1024,1056,1858
2067,2015-09-05 00:00:00,0,756,256,928,0,1065
2068,2015-09-06 00:00:00,0,0,0,0,0,0
2069,2015-09-07 00:00:00,1760,468,2848,752,1024,847
2070,2015-09-08 00:00:00,1008,288,2304,960,1056,1115
2071,2015-09-09 00:00:00,2032,0,2544,992,1280,1415
2072,2015-09-10 00:00:00,1008,288,1280,1504,864,1703
2073,2015-09-11 00:00:00,496,864,2304,752,1024,900
2074,2015-09-12 00:00:00,256,576,0,704,0,510
2075,2015-09-13 00:00:00,0,0,0,0,0,0
2076,2015-09-14 00:00:00,768,288,2816,1712,1536,1202
2077,2015-09-15 00:00:00,1520,1044,2592,1008,768,1214
2078,2015-09-16 00:00:00,1024,468,2816,1024,1280,2548
2079,2015-09-17 00:00:00,1744,288,2048,1520,1280,425
2080,2015-09-18 00:00:00,752,576,2560,1008,1536,2402
2081,2015-09-19 00:00:00,512,864,256,1280,1022,1207
2082,2015-09-20 00:00:00,0,0,0,0,0,0
2083,2015-09-21 00:00:00,1024,0,3072,752,960,1207
2084,2015-09-22 00:00:00,768,468,2272,768,1280,425
2085,2015-09-23 00:00:00,1024,288,1920,1648,1056,1006
2086,2015-09-24 00:00:00,1024,948,1536,896,1536,777
2087,2015-09-25 00:00:00,976,288,1664,256,1008,786
2088,2015-09-26 00:00:00,0,0,0,0,0,0
2089,2015-09-28 00:00:00,0,0,0,0,0,0
2090,2015-09-29 00:00:00,0,288,512,256,0,0
2091,2015-09-30 00:00:00,1792,0,1280,768,512,327
2092,2015-10-01 00:00:00,1280,576,2048,1344,1024,0
2093,2015-10-02 00:00:00,1024,180,3072,768,736,284
2094,2015-10-03 00:00:00,0,204,256,0,0,0
2095,2015-10-04 00:00:00,0,0,0,0,0,0
2096,2015-10-05 00:00:00,1024,468,2203,1280,1280,620
2097,2015-10-06 00:00:00,768,1440,1792,896,992,0
2098,2015-10-07 00:00:00,1024,1120,1536,960,1280,713
2099,2015-10-08 00:00:00,768,1440,2304,1344,1776,2476
2100,2015-10-09 00:00:00,256,576,768,768,256,256
2101,2015-10-10 00:00:00,512,0,0,512,0,425
2102,2015-10-11 00:00:00,0,0,0,0,0,0
2103,2015-10-12 00:00:00,1024,288,2816,768,0,1033
2104,2015-10-13 00:00:00,1008,0,2016,832,1280,1470
2105,2015-10-14 00:00:00,1024,180,3072,1216,1024,425
2106,2015-10-15 00:00:00,1024,468,1536,1536,1280,0
2107,2015-10-16 00:00:00,1024,1018,2304,736,800,841
2108,2015-10-17 00:00:00,256,442,512,1280,256,1289
2109,2015-10-18 00:00:00,0,0,0,0,0,0
2110,2015-10-19 00:00:00,1024,576,2560,512,800,1337
2111,2015-10-20 00:00:00,0,576,1536,896,1436,425
2112,2015-10-21 00:00:00,512,756,2592,768,768,425
2113,2015-10-22 00:00:00,1280,576,2048,1264,1280,992
2114,2015-10-23 00:00:00,1008,864,448,768,992,1417
2115,2015-10-24 00:00:00,512,288,256,544,0,905
2116,2015-10-25 00:00:00,0,0,0,0,0,0
2117,2015-10-26 00:00:00,1280,576,2560,1264,1024,1225
2118,2015-10-27 00:00:00,256,576,3136,1024,1280,352
2119,2015-10-28 00:00:00,1280,864,1920,1216,736,681
2120,2015-10-29 00:00:00,1024,468,2496,960,1280,1001
2121,2015-10-30 00:00:00,1024,288,2304,752,768,425
2122,2015-10-31 00:00:00,0,288,768,512,192,702
2123,2015-11-01 00:00:00,0,0,0,0,0,0
2124,2015-11-02 00:00:00,1024,288,2048,1280,768,681
2125,2015-11-03 00:00:00,1024,288,2560,1280,1280,425
2126,2015-11-04 00:00:00,768,0,2304,1024,1024,610
2127,2015-11-05 00:00:00,768,0,2048,768,1024,1086
2128,2015-11-06 00:00:00,752,0,1792,1280,1024,969
2129,2015-11-07 00:00:00,768,576,0,1024,0,1161
2130,2015-11-08 00:00:00,0,0,0,0,0,0
2131,2015-11-09 00:00:00,1024,576,3072,1280,768,0
2132,2015-11-10 00:00:00,512,576,1792,768,1024,510
2133,2015-11-11 00:00:00,1280,0,2048,1280,1024,425
2134,2015-11-12 00:00:00,256,2350,2048,752,1040,681
2135,2015-11-13 00:00:00,752,576,2048,1536,1024,2752
2136,2015-11-14 00:00:00,256,0,512,0,256,0
2137,2015-11-15 00:00:00,0,0,0,0,0,0
2138,2015-11-16 00:00:00,1024,288,2560,1280,768,873
2139,2015-11-17 00:00:00,1024,0,1536,1280,1264,608
2140,2015-11-18 00:00:00,1280,288,2304,1216,768,814
2141,2015-11-19 00:00:00,1024,0,1536,512,1536,425
2142,2015-11-20 00:00:00,256,864,1792,1024,512,1161
2143,2015-11-21 00:00:00,767,256,0,512,1024,935
2144,2015-11-22 00:00:00,0,0,0,0,0,0
2145,2015-11-23 00:00:00,511,436,2304,1280,256,288
2146,2015-11-24 00:00:00,1280,864,2304,1280,1280,593
2147,2015-11-25 00:00:00,768,576,2560,512,768,425
2148,2015-11-26 00:00:00,1536,0,2048,1280,1024,288
2149,2015-11-27 00:00:00,1024,238,2560,1024,1024,1305
2150,2015-11-28 00:00:00,512,0,512,512,256,1136
2151,2015-11-29 00:00:00,0,0,0,0,0,0
2152,2015-11-30 00:00:00,512,0,2816,1024,0,1354
2153,2015-12-01 00:00:00,1024,0,1280,992,1136,425
2154,2015-12-02 00:00:00,768,0,2816,1008,768,425
2155,2015-12-03 00:00:00,1024,0,2816,1024,1024,777
2156,2015-12-04 00:00:00,1792,0,768,1744,768,703
2157,2015-12-05 00:00:00,0,0,0,448,0,1363
2158,2015-12-06 00:00:00,0,0,0,0,0,0
2159,2015-12-07 00:00:00,1792,0,2816,512,32,777
2160,2015-12-08 00:00:00,256,0,2048,1264,1280,731
2161,2015-12-09 00:00:00,1264,0,2560,1280,768,966
2162,2015-12-10 00:00:00,512,288,1776,1504,1024,425
2163,2015-12-11 00:00:00,1280,0,2304,1248,1232,1241
2164,2015-12-12 00:00:00,768,256,0,544,256,425
2165,2015-12-13 00:00:00,0,0,0,0,0,0
2166,2015-12-14 00:00:00,1024,288,2304,768,1232,1369
2167,2015-12-15 00:00:00,256,576,2560,768,1264,1161
2168,2015-12-16 00:00:00,768,0,2560,1520,1776,862
2169,2015-12-17 00:00:00,1024,0,2560,768,1552,425
2170,2015-12-18 00:00:00,768,800,2048,768,2000,1047
2171,2015-12-19 00:00:00,0,896,1024,1744,0,1257
2172,2015-12-20 00:00:00,0,0,0,0,0,0
2173,2015-12-21 00:00:00,1008,576,2304,1200,1568,985
2174,2015-12-22 00:00:00,0,288,2304,1472,1520,427
2175,2015-12-23 00:00:00,1024,1152,2784,1520,1552,425
2176,2015-12-24 00:00:00,1024,1632,3328,1520,1488,2477
2177,2015-12-25 00:00:00,0,544,736,768,768,0
2178,2015-12-26 00:00:00,256,576,0,1216,0,935
2179,2015-12-27 00:00:00,0,0,0,0,0,0
2180,2015-12-28 00:00:00,1280,864,3072,512,1216,288
2181,2015-12-29 00:00:00,512,864,2816,768,1440,629
2182,2015-12-30 00:00:00,512,928,1024,1520,0,1115
2183,2015-12-31 00:00:00,0,1216,0,1024,0,1932
2184,2016-01-01 00:00:00,0,288,0,480,0,0
2185,2016-01-02 00:00:00,256,1056,256,512,512,960
2186,2016-01-03 00:00:00,0,0,0,0,0,0
2187,2016-01-04 00:00:00,768,1632,3072,1024,256,510
2188,2016-01-05 00:00:00,1280,288,2304,0,1024,811
2189,2016-01-06 00:00:00,512,288,2304,1024,1280,425
2190,2016-01-07 00:00:00,1280,864,2048,1792,1024,425
2191,2016-01-08 00:00:00,1024,768,2560,1520,1008,1019
2192,2016-01-09 00:00:00,256,288,512,768,1034,783
2193,2016-01-10 00:00:00,0,0,0,0,0,0
2194,2016-01-11 00:00:00,1024,288,2560,1024,1536,1502
2195,2016-01-12 00:00:00,1536,864,2048,1536,1792,629
2196,2016-01-13 00:00:00,1520,768,1792,1536,1056,850
2197,2016-01-14 00:00:00,1279,1920,1792,1408,1536,425
2198,2016-01-15 00:00:00,1280,4666,1280,1776,1760,850
2199,2016-01-16 00:00:00,256,1440,512,512,1408,1246
2200,2016-01-17 00:00:00,0,0,0,0,0,0
2201,2016-01-18 00:00:00,512,2112,2816,1280,512,777
2202,2016-01-19 00:00:00,1264,1824,1792,1200,1520,697
2203,2016-01-20 00:00:00,1520,3472,2048,1216,1536,681
2204,2016-01-21 00:00:00,1280,1008,2048,752,1504,425
2205,2016-01-22 00:00:00,1264,4080,2048,1536,1536,2167
2206,2016-01-23 00:00:00,256,2112,256,512,256,713
2207,2016-01-24 00:00:00,0,0,0,0,0,0
2208,2016-01-25 00:00:00,1280,1936,2048,1536,1024,1130
2209,2016-01-26 00:00:00,1264,2688,1792,1024,1808,306
2210,2016-01-27 00:00:00,768,1984,2304,704,768,1363
2211,2016-01-28 00:00:00,768,2064,2560,1152,1024,1193
2212,2016-01-29 00:00:00,1280,1056,2048,1216,1536,1385
2213,2016-01-30 00:00:00,512,3328,256,752,0,901
2214,2016-01-31 00:00:00,0,0,0,0,0,0
2215,2016-02-01 00:00:00,256,2160,2560,1280,1024,1319
2216,2016-02-02 00:00:00,2048,576,2048,1216,1280,427
2217,2016-02-03 00:00:00,768,1680,1792,1216,768,1497
2218,2016-02-04 00:00:00,1024,1872,1792,1392,1024,1720
2219,2016-02-05 00:00:00,256,1776,1728,1536,1024,2768
2220,2016-02-06 00:00:00,0,864,256,512,0,750
2221,2016-02-07 00:00:00,0,0,0,0,0,0
2222,2016-02-08 00:00:00,0,0,0,0,0,0
2223,2016-02-09 00:00:00,0,0,0,256,0,0
2224,2016-02-10 00:00:00,256,2584,0,1056,256,320
2225,2016-02-11 00:00:00,1792,2208,1792,1280,704,192
2226,2016-02-12 00:00:00,1280,3072,2304,1024,1280,2132
2227,2016-02-13 00:00:00,512,528,0,1024,0,459
2228,2016-02-14 00:00:00,0,0,0,0,0,0
2229,2016-02-15 00:00:00,1024,1920,2560,768,1024,391
2230,2016-02-16 00:00:00,224,1664,2048,1280,1216,976
2231,2016-02-17 00:00:00,1536,1632,2048,1024,1024,256
2232,2016-02-18 00:00:00,1536,3168,1536,1280,1024,425
2233,2016-02-19 00:00:00,1024,3898,1536,1536,1280,1449
2234,2016-02-20 00:00:00,256,2640,0,768,0,1207
2235,2016-02-21 00:00:00,0,0,0,0,0,0
2236,2016-02-22 00:00:00,1536,960,2048,1024,0,425
2237,2016-02-23 00:00:00,1280,2064,2304,1024,0,694
2238,2016-02-24 00:00:00,1536,2688,2816,1280,1312,1225
2239,2016-02-25 00:00:00,768,2720,768,1280,1024,425
2240,2016-02-26 00:00:00,1280,4016,2048,1280,1536,935
2241,2016-02-27 00:00:00,0,4160,256,1024,768,617
2242,2016-02-28 00:00:00,0,0,0,0,0,0
2243,2016-02-29 00:00:00,1024,3040,2560,1024,1280,848
2244,2016-03-01 00:00:00,256,1632,256,1280,1280,1364
2245,2016-03-02 00:00:00,1280,2864,2048,1056,800,1239
2246,2016-03-03 00:00:00,768,2352,2224,1024,1024,1042
2247,2016-03-04 00:00:00,768,4944,1792,1024,1280,1243
2248,2016-03-05 00:00:00,256,2592,256,768,256,1833
2249,2016-03-06 00:00:00,0,0,0,0,0,0
2250,2016-03-07 00:00:00,1536,2832,2560,1024,1024,777
2251,2016-03-08 00:00:00,768,1056,1536,1536,1280,425
2252,2016-03-09 00:00:00,1280,2112,2304,1024,1280,612
2253,2016-03-10 00:00:00,1024,480,2560,1024,1024,883
2254,2016-03-11 00:00:00,1024,3328,1536,1264,1024,2262
2255,2016-03-12 00:00:00,512,2880,512,512,768,1224
2256,2016-03-13 00:00:00,0,0,0,0,0,0
2257,2016-03-14 00:00:00,1280,3168,2304,1024,1024,1229
2258,2016-03-15 00:00:00,512,1728,1536,1280,832,1717
2259,2016-03-16 00:00:00,1280,2880,2560,1280,1024,0
2260,2016-03-17 00:00:00,1024,3770,1792,1280,1024,1415
2261,2016-03-18 00:00:00,1792,4480,1536,1024,256,1241
2262,2016-03-19 00:00:00,768,4666,256,512,0,1341
2263,2016-03-20 00:00:00,0,0,0,0,0,0
2264,2016-03-21 00:00:00,1536,2752,2048,1024,512,1090
2265,2016-03-22 00:00:00,1024,2016,2304,1024,768,425
2266,2016-03-23 00:00:00,2048,4128,2296,1024,500,777
2267,2016-03-24 00:00:00,768,2976,2304,768,896,425
2268,2016-03-25 00:00:00,768,3226,1792,1024,1024,1202
2269,2016-03-26 00:00:00,512,3456,256,256,0,837
2270,2016-03-27 00:00:00,0,0,0,0,0,0
2271,2016-03-28 00:00:00,768,2208,2528,512,704,625
2272,2016-03-29 00:00:00,512,2938,2048,1024,1024,987
2273,2016-03-30 00:00:00,1280,2784,2048,1024,1280,1467
2274,2016-03-31 00:00:00,1280,1952,3552,1024,800,889
2275,2016-04-01 00:00:00,1024,3834,1280,512,1280,1298
2276,2016-04-02 00:00:00,768,1984,0,256,256,1191
2277,2016-04-03 00:00:00,0,0,0,0,0,0
2278,2016-04-04 00:00:00,1536,1984,2203,512,1024,510
2279,2016-04-05 00:00:00,768,3188,1536,1024,1024,766
2280,2016-04-06 00:00:00,768,1440,2048,1024,1024,1261
2281,2016-04-07 00:00:00,1024,2304,1776,1280,1024,816
2282,2016-04-08 00:00:00,1024,4570,256,1024,1024,1004
2283,2016-04-09 00:00:00,256,4608,0,0,0,425
2284,2016-04-10 00:00:00,0,0,0,0,0,0
2285,2016-04-11 00:00:00,768,1440,2048,1280,1280,953
2286,2016-04-12 00:00:00,1280,2938,1536,1024,1280,2080
2287,2016-04-13 00:00:00,0,2138,256,512,512,510
2288,2016-04-14 00:00:00,768,2528,2560,768,1024,425
2289,2016-04-15 00:00:00,1024,2816,1280,1280,768,1668
2290,2016-04-16 00:00:00,256,3104,256,256,0,1543
2291,2016-04-17 00:00:00,0,0,0,0,0,0
2292,2016-04-18 00:00:00,1056,2016,2304,1024,768,427
2293,2016-04-19 00:00:00,1568,1728,2304,1280,768,505
2294,2016-04-20 00:00:00,1024,2458,2304,1280,512,238
2295,2016-04-21 00:00:00,1568,1306,1760,1280,768,435
2296,2016-04-22 00:00:00,1056,3898,1792,1280,1280,1429
2297,2016-04-23 00:00:00,256,3840,256,0,0,1385
2298,2016-04-24 00:00:00,0,0,0,0,0,0
2299,2016-04-25 00:00:00,1536,1152,2816,1088,32,544
2300,2016-04-26 00:00:00,1536,1594,1784,1504,768,713
2301,2016-04-27 00:00:00,1792,0,2816,1280,1024,834
2302,2016-04-28 00:00:00,1280,0,2080,1280,960,850
2303,2016-04-29 00:00:00,512,3764,2304,1280,1280,850
2304,2016-04-30 00:00:00,0,3168,512,576,256,1287
2305,2016-05-01 00:00:00,0,0,0,0,0,0
2306,2016-05-02 00:00:00,1792,1728,2816,1280,1056,425
2307,2016-05-03 00:00:00,1280,2016,2048,768,1024,425
2308,2016-05-04 00:00:00,1536,0,3200,1600,1216,1138
2309,2016-05-05 00:00:00,0,1152,256,1264,512,288
2310,2016-05-06 00:00:00,256,3322,704,1280,768,850
2311,2016-05-07 00:00:00,0,1440,0,256,256,1308
2312,2016-05-08 00:00:00,0,0,0,0,0,0
2313,2016-05-09 00:00:00,1280,864,1024,768,512,443
2314,2016-05-10 00:00:00,1536,0,2304,1264,1024,1198
2315,2016-05-11 00:00:00,1024,864,2304,1280,1024,777
2316,2016-05-12 00:00:00,2048,3040,1792,1536,1024,475
2317,2016-05-13 00:00:00,1792,4186,2048,768,512,2471
