index,ds,1041,1692,1815,1853,1878
1881,2015-03-03 00:00:00,6999,13749,59071,7237,6121
1882,2015-03-04 00:00:00,7952,12964,62127,7573,6020
1883,2015-03-05 00:00:00,10050,11651,54221,7085,4892
1884,2015-03-06 00:00:00,11811,14799,57384,8421,5719
1885,2015-03-07 00:00:00,9436,5823,29430,5218,3811
1886,2015-03-08 00:00:00,0,0,67,0,0
1887,2015-03-09 00:00:00,6676,11405,51766,6563,4905
1888,2015-03-10 00:00:00,6148,15304,49899,7558,4942
1889,2015-03-11 00:00:00,8696,10989,52217,6791,4956
1890,2015-03-12 00:00:00,7477,12573,53700,7317,6220
1891,2015-03-13 00:00:00,9426,13151,58076,7028,6148
1892,2015-03-14 00:00:00,9208,6564,30861,4330,3527
1893,2015-03-15 00:00:00,0,0,166,0,0
1894,2015-03-16 00:00:00,7236,9743,47617,7450,5428
1895,2015-03-17 00:00:00,7306,15373,57910,7942,6677
1896,2015-03-18 00:00:00,7016,13275,58862,7488,5252
1897,2015-03-19 00:00:00,7358,14485,52106,7715,7486
1898,2015-03-20 00:00:00,12896,14185,58940,6470,5872
1899,2015-03-21 00:00:00,7732,4763,29721,2845,2607
1900,2015-03-22 00:00:00,900,0,83,0,0
1901,2015-03-23 00:00:00,11635,12499,47769,6764,5185
1902,2015-03-24 00:00:00,10480,13085,59389,6405,7268
1903,2015-03-25 00:00:00,10741,15999,57877,6967,4400
1904,2015-03-26 00:00:00,5146,12064,56900,5979,5154
1905,2015-03-27 00:00:00,13038,13812,51256,6771,5208
1906,2015-03-28 00:00:00,11150,6692,28274,3477,4060
1907,2015-03-29 00:00:00,0,0,121,0,0
1908,2015-03-30 00:00:00,7272,10596,44039,6856,3012
1909,2015-03-31 00:00:00,8067,13668,48028,6950,5863
1910,2015-04-01 00:00:00,7304,13469,55483,7447,6510
1911,2015-04-02 00:00:00,10100,12371,53815,7957,5899
1912,2015-04-03 00:00:00,10572,13109,59341,7069,4979
1913,2015-04-04 00:00:00,9345,5353,32733,5127,2336
1914,2015-04-05 00:00:00,0,0,114,0,0
1915,2015-04-06 00:00:00,5422,11925,53323,6941,3722
1916,2015-04-07 00:00:00,8178,14713,51455,7314,6083
1917,2015-04-08 00:00:00,8685,12330,62984,6918,5348
1918,2015-04-09 00:00:00,5888,14123,50983,7092,6494
1919,2015-04-10 00:00:00,12022,14225,58780,7081,7368
1920,2015-04-11 00:00:00,6622,7204,30082,3225,2206
1921,2015-04-12 00:00:00,0,0,72,0,0
1922,2015-04-13 00:00:00,5798,12663,55083,6461,3895
1923,2015-04-14 00:00:00,3776,13073,49544,6707,6315
1924,2015-04-15 00:00:00,8530,12273,53827,7118,4785
1925,2015-04-16 00:00:00,5521,13109,55231,7034,5460
1926,2015-04-17 00:00:00,9430,14443,54792,8251,5672
1927,2015-04-18 00:00:00,8128,8086,33123,5298,3376
1928,2015-04-19 00:00:00,0,0,122,0,0
1929,2015-04-20 00:00:00,6609,12582,49676,6756,3776
1930,2015-04-21 00:00:00,3498,14342,59808,7302,5490
1931,2015-04-22 00:00:00,6826,12012,59195,7361,5113
1932,2015-04-23 00:00:00,6712,12060,57600,6047,4271
1933,2015-04-24 00:00:00,6628,14283,59760,6740,6024
1934,2015-04-25 00:00:00,5816,7908,30909,6134,3570
1935,2015-04-26 00:00:00,0,0,119,0,0
1936,2015-04-27 00:00:00,5140,11866,52458,7450,4223
1937,2015-04-28 00:00:00,5009,16191,55821,7754,5974
1938,2015-04-29 00:00:00,7587,13340,60747,7914,7059
1939,2015-04-30 00:00:00,8774,15268,61101,8653,8361
1940,2015-05-01 00:00:00,4454,9779,49868,7491,3293
1941,2015-05-02 00:00:00,6070,4220,29745,4762,2360
1942,2015-05-03 00:00:00,0,0,176,0,0
1943,2015-05-04 00:00:00,6877,10980,64731,3649,7480
1944,2015-05-05 00:00:00,1760,2170,17503,1435,2844
1945,2015-05-06 00:00:00,7892,15920,61190,8172,4686
1946,2015-05-07 00:00:00,4375,16059,60529,7366,6274
1947,2015-05-08 00:00:00,9602,15319,61433,7853,5256
1948,2015-05-09 00:00:00,8466,7815,28815,7731,3260
1949,2015-05-10 00:00:00,0,0,121,0,0
1950,2015-05-11 00:00:00,5826,14583,57757,8206,3612
1951,2015-05-12 00:00:00,6438,17269,60286,7583,5094
1952,2015-05-13 00:00:00,7189,12412,62803,7375,5802
1953,2015-05-14 00:00:00,8505,14479,58582,8065,5499
1954,2015-05-15 00:00:00,10152,14518,56197,8398,4623
1955,2015-05-16 00:00:00,9762,7596,32036,8571,3924
1956,2015-05-17 00:00:00,0,0,140,0,0
1957,2015-05-18 00:00:00,5565,11844,56642,6861,4536
1958,2015-05-19 00:00:00,8158,16587,65036,7286,5546
1959,2015-05-20 00:00:00,8466,15603,55442,7597,5903
1960,2015-05-21 00:00:00,9890,13629,55358,7438,7600
1961,2015-05-22 00:00:00,13756,15695,66560,9194,7620
1962,2015-05-23 00:00:00,11399,7290,37288,7984,2344
1963,2015-05-24 00:00:00,0,0,129,0,0
1964,2015-05-25 00:00:00,968,3056,13715,4984,140
1965,2015-05-26 00:00:00,6400,13057,59218,7959,4365
1966,2015-05-27 00:00:00,8775,16145,68222,7330,4778
1967,2015-05-28 00:00:00,7430,12996,56014,7268,4965
1968,2015-05-29 00:00:00,6309,14691,59990,7059,6279
1969,2015-05-30 00:00:00,8328,6938,42703,7921,3264
1970,2015-05-31 00:00:00,0,0,181,0,0
1971,2015-06-01 00:00:00,4742,14446,61642,6569,5212
1972,2015-06-02 00:00:00,4760,15660,65909,7237,7902
1973,2015-06-03 00:00:00,5795,14857,61509,7217,6553
1974,2015-06-04 00:00:00,6457,14579,61274,7264,5399
1975,2015-06-05 00:00:00,8823,15189,62151,10435,6302
1976,2015-06-06 00:00:00,4396,5141,30599,7551,3340
1977,2015-06-07 00:00:00,0,0,147,0,0
1978,2015-06-08 00:00:00,5663,13753,60495,7244,3827
1979,2015-06-09 00:00:00,6202,15311,65099,8659,6045
1980,2015-06-10 00:00:00,6388,16142,62498,8175,5104
1981,2015-06-11 00:00:00,6468,12955,60086,7824,6534
1982,2015-06-12 00:00:00,6060,16361,66212,8943,7550
1983,2015-06-13 00:00:00,5611,7148,33181,8456,3052
1984,2015-06-14 00:00:00,0,0,127,0,0
1985,2015-06-15 00:00:00,4192,13132,57882,8153,2636
1986,2015-06-16 00:00:00,6492,12287,63277,6953,6572
1987,2015-06-17 00:00:00,6737,15729,67115,7713,6003
1988,2015-06-18 00:00:00,7628,14231,60959,8316,3964
1989,2015-06-19 00:00:00,5785,13625,69163,8430,4945
1990,2015-06-20 00:00:00,6840,6482,36948,6547,3540
1991,2015-06-21 00:00:00,0,0,212,0,0
1992,2015-06-22 00:00:00,4708,14679,62995,8023,3182
1993,2015-06-23 00:00:00,4336,17150,62901,7274,6604
1994,2015-06-24 00:00:00,5462,13201,62056,8372,4376
1995,2015-06-25 00:00:00,4895,11468,56526,8561,5916
1996,2015-06-26 00:00:00,7367,14798,61637,8627,4154
1997,2015-06-27 00:00:00,7168,8093,33908,6973,3473
1998,2015-06-28 00:00:00,0,0,204,0,0
1999,2015-06-29 00:00:00,4484,11232,56016,7763,2586
2000,2015-06-30 00:00:00,4156,13419,58150,7457,6584
2001,2015-07-01 00:00:00,5473,14362,73069,8032,7543
2002,2015-07-02 00:00:00,6864,15202,60849,7587,6031
2003,2015-07-03 00:00:00,5884,12930,66570,7444,5867
2004,2015-07-04 00:00:00,5598,7397,37297,8493,2574
2005,2015-07-05 00:00:00,0,0,245,0,0
2006,2015-07-06 00:00:00,3784,10219,57119,8377,3422
2007,2015-07-07 00:00:00,4584,14504,65993,7338,7395
2008,2015-07-08 00:00:00,5102,14128,61425,7391,5952
2009,2015-07-09 00:00:00,4614,13832,59500,7185,7777
2010,2015-07-10 00:00:00,6511,13630,69552,8455,6923
2011,2015-07-11 00:00:00,3870,8977,32173,9699,2050
2012,2015-07-12 00:00:00,0,0,184,0,0
2013,2015-07-13 00:00:00,5106,12656,60270,8765,6305
2014,2015-07-14 00:00:00,4822,14041,63850,7761,6310
2015,2015-07-15 00:00:00,4980,13930,71178,7164,5558
2016,2015-07-16 00:00:00,6500,14226,67620,7130,6962
2017,2015-07-17 00:00:00,5956,11974,69549,8710,6912
2018,2015-07-18 00:00:00,3926,7075,33982,5829,3034
2019,2015-07-19 00:00:00,0,0,326,0,0
2020,2015-07-20 00:00:00,4630,15070,59861,7692,4817
2021,2015-07-21 00:00:00,5728,14677,65908,8129,6963
2022,2015-07-22 00:00:00,6178,13657,63786,7345,5060
2023,2015-07-23 00:00:00,7158,13372,58649,7355,5405
2024,2015-07-24 00:00:00,6587,13932,60637,7784,6270
2025,2015-07-25 00:00:00,5344,4874,32898,4848,2571
2026,2015-07-26 00:00:00,0,0,130,0,0
2027,2015-07-27 00:00:00,4310,13094,57033,6702,5968
2028,2015-07-28 00:00:00,5842,12196,65732,7801,5579
2029,2015-07-29 00:00:00,6602,11935,61693,6792,6111
2030,2015-07-30 00:00:00,3668,11750,61076,7241,3321
2031,2015-07-31 00:00:00,4226,12082,54678,8032,5420
2032,2015-08-01 00:00:00,4579,5004,35620,5041,2937
2033,2015-08-02 00:00:00,0,0,192,0,0
2034,2015-08-03 00:00:00,3052,11844,53967,7120,4652
2035,2015-08-04 00:00:00,3884,10506,57239,6292,6545
2036,2015-08-05 00:00:00,2996,11914,56500,7544,4521
2037,2015-08-06 00:00:00,3148,11772,59196,7890,5956
2038,2015-08-07 00:00:00,2873,15474,62174,6712,7310
2039,2015-08-08 00:00:00,1676,6859,38346,6993,2979
2040,2015-08-09 00:00:00,0,0,204,0,0
2041,2015-08-10 00:00:00,2713,12730,56623,6468,6585
2042,2015-08-11 00:00:00,4071,14563,71598,5734,4720
2043,2015-08-12 00:00:00,4358,14730,65716,5591,7157
2044,2015-08-13 00:00:00,3374,14431,67882,7079,6997
2045,2015-08-14 00:00:00,2146,11188,62272,6941,5885
2046,2015-08-15 00:00:00,932,2847,21774,3824,1509
2047,2015-08-16 00:00:00,0,0,238,0,0
2048,2015-08-17 00:00:00,3484,13438,65366,5785,6721
2049,2015-08-18 00:00:00,6007,16863,73673,6396,7554
2050,2015-08-19 00:00:00,3811,13257,68057,6540,6302
2051,2015-08-20 00:00:00,3806,14952,66691,5892,4482
2052,2015-08-21 00:00:00,4540,15011,67527,6733,8298
2053,2015-08-22 00:00:00,3604,7872,35826,6903,2291
2054,2015-08-23 00:00:00,0,0,106,0,0
2055,2015-08-24 00:00:00,2710,11836,54668,7212,5488
2056,2015-08-25 00:00:00,2656,14817,61734,5089,5991
2057,2015-08-26 00:00:00,3667,12869,64532,5770,6241
2058,2015-08-27 00:00:00,3920,13854,60493,6590,7565
2059,2015-08-28 00:00:00,7912,15237,65135,6827,3495
2060,2015-08-29 00:00:00,4486,7777,36910,6113,3212
2061,2015-08-30 00:00:00,0,0,218,0,0
2062,2015-08-31 00:00:00,2356,10656,52792,6771,4632
2063,2015-09-01 00:00:00,6005,14746,69002,6476,7200
2064,2015-09-02 00:00:00,7534,13899,72453,5938,6472
2065,2015-09-03 00:00:00,6404,15369,67363,5101,5464
2066,2015-09-04 00:00:00,7434,12620,69844,7214,7342
2067,2015-09-05 00:00:00,5880,8588,39515,5821,5525
2068,2015-09-06 00:00:00,0,0,139,0,0
2069,2015-09-07 00:00:00,4390,13255,65626,6210,5849
2070,2015-09-08 00:00:00,4848,15384,75172,6403,6957
2071,2015-09-09 00:00:00,4506,12266,74759,6059,5059
2072,2015-09-10 00:00:00,4890,13114,66365,6307,7697
2073,2015-09-11 00:00:00,5614,15833,73547,7092,7903
2074,2015-09-12 00:00:00,5574,8169,36252,4297,1759
2075,2015-09-13 00:00:00,0,0,102,0,0
2076,2015-09-14 00:00:00,4895,13723,64566,5456,4021
2077,2015-09-15 00:00:00,5202,14099,72928,5691,5617
2078,2015-09-16 00:00:00,6620,15429,70575,6386,8145
2079,2015-09-17 00:00:00,6798,12101,71135,5843,6020
2080,2015-09-18 00:00:00,4913,14258,64662,5286,6385
2081,2015-09-19 00:00:00,4380,9908,44592,3221,2254
2082,2015-09-20 00:00:00,0,0,204,0,0
2083,2015-09-21 00:00:00,6521,12772,67223,5137,5064
2084,2015-09-22 00:00:00,3582,14283,72286,7141,7474
2085,2015-09-23 00:00:00,4670,14767,67908,6912,7126
2086,2015-09-24 00:00:00,8083,15208,70553,6756,9308
2087,2015-09-25 00:00:00,2742,11501,51155,5439,5764
2088,2015-09-26 00:00:00,0,192,1477,0,224
2089,2015-09-28 00:00:00,0,0,159,0,0
2090,2015-09-29 00:00:00,956,2000,9944,0,1590
2091,2015-09-30 00:00:00,3392,11366,51940,2988,4373
2092,2015-10-01 00:00:00,5336,13608,57897,5723,5811
2093,2015-10-02 00:00:00,5499,17156,60339,6520,7059
2094,2015-10-03 00:00:00,3890,5120,27008,4490,3652
2095,2015-10-04 00:00:00,0,0,148,0,0
2096,2015-10-05 00:00:00,4092,12306,55649,6195,5949
2097,2015-10-06 00:00:00,5688,15577,67183,6670,7752
2098,2015-10-07 00:00:00,5302,13017,68131,6370,5194
2099,2015-10-08 00:00:00,8808,16787,74298,5654,8638
2100,2015-10-09 00:00:00,2745,6198,33807,4886,3360
2101,2015-10-10 00:00:00,3140,7406,22523,2897,1238
2102,2015-10-11 00:00:00,0,0,207,0,0
2103,2015-10-12 00:00:00,4680,14928,61265,5724,3758
2104,2015-10-13 00:00:00,5574,14170,71711,6912,7218
2105,2015-10-14 00:00:00,3953,15863,64356,6378,6191
2106,2015-10-15 00:00:00,3548,12276,60963,5713,5182
2107,2015-10-16 00:00:00,8374,13750,64552,5373,4874
2108,2015-10-17 00:00:00,3912,7998,37639,3055,2670
2109,2015-10-18 00:00:00,0,0,101,0,0
2110,2015-10-19 00:00:00,4515,13422,58006,5242,4995
2111,2015-10-20 00:00:00,4793,15308,65208,5899,6908
2112,2015-10-21 00:00:00,5066,15149,60476,5342,4972
2113,2015-10-22 00:00:00,6730,13137,65410,6059,5228
2114,2015-10-23 00:00:00,7673,14446,57350,5383,5614
2115,2015-10-24 00:00:00,2702,7238,31473,3942,1626
2116,2015-10-25 00:00:00,0,0,72,0,0
2117,2015-10-26 00:00:00,5352,11925,64629,5203,3252
2118,2015-10-27 00:00:00,5591,15169,61384,6069,5862
2119,2015-10-28 00:00:00,6312,13957,62961,5045,3999
2120,2015-10-29 00:00:00,6100,13741,62493,4936,4610
2121,2015-10-30 00:00:00,6942,13293,59939,6291,4643
2122,2015-10-31 00:00:00,5834,4962,30795,3590,1918
2123,2015-11-01 00:00:00,0,0,101,0,0
2124,2015-11-02 00:00:00,5650,13510,69361,6298,5307
2125,2015-11-03 00:00:00,6094,11824,76635,4865,6458
2126,2015-11-04 00:00:00,6005,13811,73491,6047,6627
2127,2015-11-05 00:00:00,4158,14329,57207,6027,7170
2128,2015-11-06 00:00:00,4356,16130,68131,5754,6152
2129,2015-11-07 00:00:00,5015,7035,30566,2339,2418
2130,2015-11-08 00:00:00,0,0,66,0,0
2131,2015-11-09 00:00:00,3718,12286,60554,5046,4892
2132,2015-11-10 00:00:00,7042,13296,61227,6874,7348
2133,2015-11-11 00:00:00,4441,14285,72333,5051,6066
2134,2015-11-12 00:00:00,7340,12937,67035,5771,4765
2135,2015-11-13 00:00:00,5102,15937,61603,6226,5896
2136,2015-11-14 00:00:00,4514,5196,26998,2743,2466
2137,2015-11-15 00:00:00,0,0,210,0,0
2138,2015-11-16 00:00:00,3758,12466,60010,5206,6213
2139,2015-11-17 00:00:00,4806,15655,72370,5614,5804
2140,2015-11-18 00:00:00,3411,15433,64980,5473,5310
2141,2015-11-19 00:00:00,4772,12559,56756,4553,5930
2142,2015-11-20 00:00:00,5530,13546,68831,4989,6347
2143,2015-11-21 00:00:00,4212,6372,30639,2486,3717
2144,2015-11-22 00:00:00,0,0,81,0,0
2145,2015-11-23 00:00:00,5050,11515,55028,4977,3026
2146,2015-11-24 00:00:00,2944,15057,60434,4351,4946
2147,2015-11-25 00:00:00,4980,13001,56767,5365,5445
2148,2015-11-26 00:00:00,4645,12058,54579,4831,4262
2149,2015-11-27 00:00:00,4211,12305,65464,5892,6594
2150,2015-11-28 00:00:00,2678,7074,30189,2521,1782
2151,2015-11-29 00:00:00,0,0,155,0,0
2152,2015-11-30 00:00:00,4004,9421,51011,5684,4897
2153,2015-12-01 00:00:00,3036,15696,67511,5639,4477
2154,2015-12-02 00:00:00,4432,14183,57510,5424,6926
2155,2015-12-03 00:00:00,4414,10681,60447,5648,6809
2156,2015-12-04 00:00:00,5874,15574,63241,6292,7048
2157,2015-12-05 00:00:00,2934,5497,29789,2149,3739
2158,2015-12-06 00:00:00,0,0,86,0,0
2159,2015-12-07 00:00:00,5400,12581,58637,5452,3417
2160,2015-12-08 00:00:00,5936,13095,68518,6212,5796
2161,2015-12-09 00:00:00,6079,15364,61855,6166,7335
2162,2015-12-10 00:00:00,5212,12677,67119,5360,5184
2163,2015-12-11 00:00:00,3990,13730,60820,5150,6563
2164,2015-12-12 00:00:00,5694,7544,27392,2436,2260
2165,2015-12-13 00:00:00,0,0,50,0,0
2166,2015-12-14 00:00:00,5346,13406,51962,5091,3872
2167,2015-12-15 00:00:00,7270,12144,59704,6440,5079
2168,2015-12-16 00:00:00,5537,13291,64012,5010,5977
2169,2015-12-17 00:00:00,6354,12838,62151,5864,6170
2170,2015-12-18 00:00:00,5778,15237,69391,5387,5572
2171,2015-12-19 00:00:00,6062,7877,29230,2482,1874
2172,2015-12-20 00:00:00,0,0,89,0,0
2173,2015-12-21 00:00:00,4846,12754,55296,5240,5108
2174,2015-12-22 00:00:00,5820,13090,65542,4935,6335
2175,2015-12-23 00:00:00,7286,14448,64291,4670,5617
2176,2015-12-24 00:00:00,7728,16657,76052,5664,6542
2177,2015-12-25 00:00:00,2912,2228,18334,156,1230
2178,2015-12-26 00:00:00,5354,4676,21139,442,2838
2179,2015-12-27 00:00:00,0,0,62,0,0
2180,2015-12-28 00:00:00,6656,15696,57736,4010,5045
2181,2015-12-29 00:00:00,5973,14009,64509,3664,5973
2182,2015-12-30 00:00:00,6329,12608,63379,3609,7954
2183,2015-12-31 00:00:00,9158,11642,51865,2579,7756
2184,2016-01-01 00:00:00,1472,704,7970,0,864
2185,2016-01-02 00:00:00,3262,6145,25677,1076,3650
2186,2016-01-03 00:00:00,0,0,112,0,0
2187,2016-01-04 00:00:00,7312,13716,62369,6411,6544
2188,2016-01-05 00:00:00,6524,16037,73378,4708,8727
2189,2016-01-06 00:00:00,6528,14354,72444,6715,7264
2190,2016-01-07 00:00:00,6569,14753,65760,5894,8061
2191,2016-01-08 00:00:00,6555,15133,74281,6371,7700
2192,2016-01-09 00:00:00,7142,8103,33878,3360,3178
2193,2016-01-10 00:00:00,0,0,91,0,0
2194,2016-01-11 00:00:00,7028,15469,57512,5310,5168
2195,2016-01-12 00:00:00,7136,15259,69431,5733,8823
2196,2016-01-13 00:00:00,7142,14275,73677,4804,4784
2197,2016-01-14 00:00:00,8595,15213,64870,5795,6436
2198,2016-01-15 00:00:00,10179,15742,68713,6275,7543
2199,2016-01-16 00:00:00,7088,6237,38001,3367,1736
2200,2016-01-17 00:00:00,0,0,84,0,0
2201,2016-01-18 00:00:00,8872,13184,63470,5706,4335
2202,2016-01-19 00:00:00,6092,13961,74052,6085,7129
2203,2016-01-20 00:00:00,9122,15457,66076,5219,6478
2204,2016-01-21 00:00:00,6023,13858,77709,3973,6925
2205,2016-01-22 00:00:00,10186,16875,75407,6608,5436
2206,2016-01-23 00:00:00,7028,7964,29378,2920,3702
2207,2016-01-24 00:00:00,0,0,60,0,0
2208,2016-01-25 00:00:00,7308,12570,70355,5111,5199
2209,2016-01-26 00:00:00,8032,15152,71471,4451,5986
2210,2016-01-27 00:00:00,7794,16126,76146,4996,5946
2211,2016-01-28 00:00:00,5689,12189,69677,5028,6651
2212,2016-01-29 00:00:00,6308,15415,75139,6525,7872
2213,2016-01-30 00:00:00,7996,6988,45985,2771,4299
2214,2016-01-31 00:00:00,0,0,515,0,0
2215,2016-02-01 00:00:00,7266,14758,69089,6005,7244
2216,2016-02-02 00:00:00,5109,15458,78885,5134,10000
2217,2016-02-03 00:00:00,7880,16280,71993,5630,11384
2218,2016-02-04 00:00:00,7298,16629,69945,5605,9172
2219,2016-02-05 00:00:00,7902,14937,68499,6542,5563
2220,2016-02-06 00:00:00,2272,3852,13874,1256,766
2221,2016-02-07 00:00:00,0,0,43,0,0
2222,2016-02-08 00:00:00,0,0,18,0,0
2223,2016-02-09 00:00:00,0,0,1343,0,0
2224,2016-02-10 00:00:00,2872,2797,12662,17,1596
2225,2016-02-11 00:00:00,6343,15905,57560,6375,5148
2226,2016-02-12 00:00:00,8512,14020,68007,6041,4293
2227,2016-02-13 00:00:00,6330,7484,25132,3518,3238
2228,2016-02-14 00:00:00,0,0,48,0,0
2229,2016-02-15 00:00:00,6994,12510,54816,5266,4451
2230,2016-02-16 00:00:00,8370,14966,63207,4423,5227
2231,2016-02-17 00:00:00,6840,14440,62963,5274,8607
2232,2016-02-18 00:00:00,8258,15523,60662,4609,4976
2233,2016-02-19 00:00:00,9264,11653,65448,6338,5708
2234,2016-02-20 00:00:00,7492,7678,29809,3867,2671
2235,2016-02-21 00:00:00,0,0,61,0,0
2236,2016-02-22 00:00:00,6617,13307,54380,5906,5912
2237,2016-02-23 00:00:00,6342,13124,58669,5714,5325
2238,2016-02-24 00:00:00,8330,11906,64106,5218,7024
2239,2016-02-25 00:00:00,7355,14840,60700,5365,5707
2240,2016-02-26 00:00:00,10608,16519,62756,5780,5688
2241,2016-02-27 00:00:00,10244,8460,30245,3742,3250
2242,2016-02-28 00:00:00,0,0,59,0,0
2243,2016-02-29 00:00:00,9155,13491,55071,5546,4607
2244,2016-03-01 00:00:00,5922,5562,26235,3895,3576
2245,2016-03-02 00:00:00,9352,12475,66699,6360,7514
2246,2016-03-03 00:00:00,7278,16194,71105,6190,7786
2247,2016-03-04 00:00:00,10293,17595,70385,5830,7674
2248,2016-03-05 00:00:00,7854,8338,33006,4958,4095
2249,2016-03-06 00:00:00,0,0,176,0,0
2250,2016-03-07 00:00:00,9302,13819,61953,5724,4638
2251,2016-03-08 00:00:00,5444,14434,68330,6553,7038
2252,2016-03-09 00:00:00,5990,14247,61662,5507,7722
2253,2016-03-10 00:00:00,6403,16605,61342,6087,6715
2254,2016-03-11 00:00:00,9730,14935,66540,7123,5475
2255,2016-03-12 00:00:00,9360,7378,32216,4079,2624
2256,2016-03-13 00:00:00,0,0,28,0,0
2257,2016-03-14 00:00:00,7512,13422,57880,6959,5885
2258,2016-03-15 00:00:00,7676,16051,64817,5823,5162
2259,2016-03-16 00:00:00,7856,14896,61765,5754,3728
2260,2016-03-17 00:00:00,9961,14858,63855,5619,7775
2261,2016-03-18 00:00:00,10288,13213,63045,6149,5342
2262,2016-03-19 00:00:00,9896,8128,32711,3860,1658
2263,2016-03-20 00:00:00,0,0,128,0,0
2264,2016-03-21 00:00:00,9956,14392,53934,6427,5218
2265,2016-03-22 00:00:00,7564,15830,64151,5413,4864
2266,2016-03-23 00:00:00,10487,15256,64736,5770,3787
2267,2016-03-24 00:00:00,7988,14677,60953,5885,4664
2268,2016-03-25 00:00:00,8991,15809,56289,5695,4664
2269,2016-03-26 00:00:00,9415,6905,32748,3831,2465
2270,2016-03-27 00:00:00,0,0,62,0,0
2271,2016-03-28 00:00:00,7808,14806,48321,6450,4167
2272,2016-03-29 00:00:00,9752,15735,56100,5656,4951
2273,2016-03-30 00:00:00,10568,15659,63916,5442,5278
2274,2016-03-31 00:00:00,8268,14469,56264,6455,5585
2275,2016-04-01 00:00:00,10345,18303,70421,5688,6094
2276,2016-04-02 00:00:00,8647,8987,27678,3973,3412
2277,2016-04-03 00:00:00,0,0,165,0,0
2278,2016-04-04 00:00:00,7946,12478,55213,5753,5590
2279,2016-04-05 00:00:00,7696,12761,63719,5730,5493
2280,2016-04-06 00:00:00,7015,16406,61014,4256,5040
2281,2016-04-07 00:00:00,7176,15708,60959,4100,4813
2282,2016-04-08 00:00:00,12749,13958,68079,6932,8416
2283,2016-04-09 00:00:00,11164,6945,31405,2619,3088
2284,2016-04-10 00:00:00,0,0,80,0,0
2285,2016-04-11 00:00:00,6067,14265,57626,5829,5428
2286,2016-04-12 00:00:00,9318,15039,68718,6567,6465
2287,2016-04-13 00:00:00,5650,11865,41393,4667,4979
2288,2016-04-14 00:00:00,8561,16048,55206,6032,5053
2289,2016-04-15 00:00:00,7966,16060,75322,6911,8346
2290,2016-04-16 00:00:00,10176,9642,28743,5071,2594
2291,2016-04-17 00:00:00,0,0,112,0,0
2292,2016-04-18 00:00:00,6438,14647,61860,6797,6119
2293,2016-04-19 00:00:00,7530,16701,71605,5692,5175
2294,2016-04-20 00:00:00,5468,16605,65400,6349,4964
2295,2016-04-21 00:00:00,6864,15228,65206,6255,5872
2296,2016-04-22 00:00:00,9903,15242,68534,6417,6451
2297,2016-04-23 00:00:00,7860,8070,30129,4353,3018
2298,2016-04-24 00:00:00,0,0,132,0,0
2299,2016-04-25 00:00:00,6877,15042,60783,6022,3990
2300,2016-04-26 00:00:00,5328,16169,64852,6021,6640
2301,2016-04-27 00:00:00,3536,13908,65728,6087,5952
2302,2016-04-28 00:00:00,6806,16809,65196,5544,5478
2303,2016-04-29 00:00:00,10340,15260,71759,6058,5374
2304,2016-04-30 00:00:00,7250,9257,36154,4408,4016
2305,2016-05-01 00:00:00,0,0,161,0,0
2306,2016-05-02 00:00:00,5610,17464,72218,6977,7846
2307,2016-05-03 00:00:00,7664,13129,64420,6133,9941
2308,2016-05-04 00:00:00,7014,17444,85861,5587,8806
2309,2016-05-05 00:00:00,4992,7047,37099,1603,3012
2310,2016-05-06 00:00:00,7334,12157,52885,3521,2826
2311,2016-05-07 00:00:00,3469,5537,32377,4461,1938
2312,2016-05-08 00:00:00,0,0,66,0,0
2313,2016-05-09 00:00:00,5672,16072,65112,7049,6100
2314,2016-05-10 00:00:00,4898,17205,71109,6665,7322
2315,2016-05-11 00:00:00,7858,14769,68748,6882,4460
2316,2016-05-12 00:00:00,8516,17262,73038,6462,4779
2317,2016-05-13 00:00:00,9946,16331,72953,6770,4926
2318,2016-05-14 00:00:00,6608,7312,29590,6392,4176
2319,2016-05-15 00:00:00,0,0,102,0,0
2320,2016-05-16 00:00:00,8003,13662,64855,6674,3860
2321,2016-05-17 00:00:00,6854,15505,74279,6098,6220
2322,2016-05-18 00:00:00,9240,17017,66607,6675,4489
2323,2016-05-19 00:00:00,6402,15463,65990,6539,6336
2324,2016-05-20 00:00:00,10010,15958,74329,6642,6137
2325,2016-05-21 00:00:00,11572,9120,37238,5809,2668
2326,2016-05-22 00:00:00,0,0,68,0,0
2327,2016-05-23 00:00:00,6191,13663,64701,5723,3519
2328,2016-05-24 00:00:00,6399,13648,64054,6536,5690
2329,2016-05-25 00:00:00,7934,18053,70932,6477,6114
2330,2016-05-26 00:00:00,10174,14706,70005,6743,5288
2331,2016-05-27 00:00:00,9209,14612,74902,6343,4599
2332,2016-05-28 00:00:00,8700,6150,38606,5191,3934
2333,2016-05-29 00:00:00,0,0,115,0,0
2334,2016-05-30 00:00:00,7643,13205,67926,6285,4627
2335,2016-05-31 00:00:00,6459,13938,70712,6728,4746
2336,2016-06-01 00:00:00,9200,18310,76964,5584,8230
2337,2016-06-02 00:00:00,7215,15232,70320,6820,6690
2338,2016-06-03 00:00:00,8058,18641,80865,5885,8222
2339,2016-06-04 00:00:00,7688,8558,38135,5462,2934
2340,2016-06-05 00:00:00,0,0,209,0,0
2341,2016-06-06 00:00:00,3520,6788,29184,1712,1204
2342,2016-06-07 00:00:00,7248,16503,70437,7378,4283
